1.428571 	 someplace 	 3.78
1.571429 	 chow 	 3.36
1.571429 	 yeah 	 2.15
1.714286 	 dressing 	 2.93
2.571429 	 grandma 	 4.43
2.857143 	 mama 	 4.3
3.428571 	 damn 	 5.09
3.428571 	 what 	 9.07
3.571429 	 cute 	 6.45
3.857143 	 guys 	 7.08
4.142857 	 says 	 6.18
4.428571 	 stop 	 6.27
4.571429 	 locked 	 12.09
4.714286 	 thunder 	 11.61
5.0 	 sweetheart 	 6.03
5.142857 	 beats 	 6.89
5.142857 	 helps 	 10.84
5.142857 	 threw 	 11.19
5.571429 	 again 	 8.02
5.571429 	 like 	 11.43
5.571429 	 room 	 7.55
5.714286 	 boom 	 6.75
5.714286 	 hard 	 11.34
5.714286 	 talk 	 9.11
5.857143 	 from 	 5.87
6.0 	 gosh 	 6.56
6.142857 	 tool 	 13.42
6.285714 	 girl 	 11.03
6.285714 	 later 	 15.35
6.285714 	 those 	 9.32
6.428571 	 keeps 	 14.02
6.714286 	 most 	 7.74
6.714286 	 water 	 8.08
6.857143 	 everybody 	 14.04
7.0 	 bath 	 10.3
7.0 	 likes 	 8.56
7.0 	 things 	 9.92
7.142857 	 look 	 8.41
7.142857 	 play 	 7.95
7.142857 	 using 	 9.46
7.285714 	 baby 	 11.21
7.285714 	 plenty 	 11.95
7.285714 	 sent 	 8.16
7.285714 	 wait 	 6.95
7.285714 	 wanted 	 9.69
7.428571 	 kitchen 	 11.07
7.428571 	 lights 	 9.8
7.428571 	 liquor 	 9.93
7.571429 	 fell 	 13.45
7.714286 	 sweet 	 11.57
7.857143 	 about 	 12.94
7.857143 	 coming 	 9.51
7.857143 	 doing 	 7.49
7.857143 	 hurry 	 13.45
7.857143 	 ready 	 8.75
7.857143 	 tried 	 7.01
8.0 	 that 	 18.16
8.0 	 towels 	 13.48
8.0 	 trying 	 10.88
8.142857 	 bags 	 8.3
8.142857 	 boss 	 9.42
8.142857 	 both 	 11.38
8.142857 	 phones 	 12.67
8.285714 	 nothing 	 14.89
8.571429 	 cars 	 18.5
8.571429 	 jail 	 12.78
8.571429 	 loved 	 20.97
8.571429 	 wants 	 10.23
8.714286 	 getting 	 10.86
8.714286 	 pretty 	 14.36
8.857143 	 dies 	 11.84
9.0 	 card 	 11.18
9.0 	 comfy 	 11.24
9.0 	 parks 	 23.81
9.142857 	 chased 	 15.41
9.142857 	 lower 	 11.65
9.142857 	 share 	 14.86
9.285714 	 number 	 11.88
9.285714 	 sees 	 11.18
9.285714 	 sits 	 11.0
9.285714 	 willie 	 11.07
9.428571 	 feeling 	 9.83
9.428571 	 line 	 10.29
9.571429 	 fighting 	 13.97
9.571429 	 lots 	 18.33
9.714286 	 bike 	 14.03
9.714286 	 life 	 16.75
9.714286 	 pools 	 16.13
9.857143 	 bottom 	 15.56
9.857143 	 mini 	 11.2
9.857143 	 shiny 	 12.01
9.857143 	 sound 	 23.14
9.857143 	 spouse 	 18.1
10.0 	 tall 	 17.79
10.142857 	 movie 	 14.67
10.142857 	 should 	 10.11
10.285714 	 miss 	 10.77
10.285714 	 some 	 14.27
10.428571 	 growing 	 14.66
10.428571 	 pool 	 15.96
10.571429 	 lovely 	 13.85
10.571429 	 wish 	 17.62
10.714286 	 dream 	 13.29
10.714286 	 someone 	 13.84
10.714286 	 wearing 	 15.42
10.714286 	 weather 	 10.81
10.857143 	 anymore 	 13.35
10.857143 	 everyone 	 15.19
10.857143 	 nasty 	 11.38
10.857143 	 whenever 	 14.22
11.0 	 fantasy 	 11.46
11.0 	 least 	 11.36
11.0 	 shocks 	 19.1
11.0 	 stupid 	 26.96
11.285714 	 fishing 	 16.12
11.285714 	 none 	 17.9
11.285714 	 small 	 17.29
11.428571 	 wing 	 16.14
11.571429 	 here 	 9.25
11.714286 	 check 	 15.86
11.857143 	 heard 	 18.46
11.857143 	 jump 	 10.92
12.0 	 cool 	 24.48
12.0 	 guess 	 10.69
12.0 	 rude 	 12.86
12.0 	 soon 	 18.57
12.142857 	 funny 	 10.06
12.142857 	 kitchens 	 12.75
12.142857 	 mothers 	 20.76
12.142857 	 scary 	 11.1
12.142857 	 sleep 	 18.08
12.142857 	 staying 	 17.97
12.142857 	 stream 	 12.71
12.285714 	 dull 	 16.01
12.285714 	 gives 	 19.37
12.285714 	 wrong 	 12.61
12.428571 	 plate 	 15.85
12.428571 	 shots 	 15.0
12.571429 	 been 	 10.24
12.571429 	 party 	 13.59
12.571429 	 thinking 	 15.4
12.571429 	 worse 	 12.67
12.714286 	 slow 	 19.1
12.857143 	 dead 	 14.94
12.857143 	 every 	 12.09
12.857143 	 good 	 17.32
13.0 	 comic 	 14.32
13.0 	 mouth 	 19.24
13.142857 	 desk 	 15.54
13.142857 	 guessed 	 14.47
13.142857 	 month 	 22.45
13.142857 	 started 	 17.71
13.285714 	 exactly 	 16.76
13.285714 	 happen 	 18.87
13.285714 	 sick 	 16.0
13.428571 	 home 	 19.52
13.571429 	 dirty 	 18.56
13.714286 	 camps 	 16.85
13.714286 	 even 	 14.67
13.714286 	 fire 	 19.93
13.714286 	 flat 	 18.99
13.714286 	 rich 	 18.49
13.714286 	 smack 	 19.1
13.714286 	 walked 	 15.67
13.857143 	 always 	 17.49
13.857143 	 below 	 14.6
13.857143 	 came 	 25.43
13.857143 	 going 	 12.73
13.857143 	 hint 	 18.5
13.857143 	 knew 	 26.41
14.0 	 1980s 	 21.22
14.0 	 before 	 19.32
14.0 	 care 	 14.19
14.0 	 circles 	 14.36
14.0 	 feels 	 13.3
14.0 	 many 	 18.27
14.0 	 over 	 15.71
14.0 	 probably 	 24.19
14.0 	 teacher 	 19.19
14.142857 	 hopes 	 17.83
14.142857 	 starting 	 17.93
14.142857 	 then 	 17.53
14.285714 	 flavor 	 11.27
14.428571 	 anything 	 24.4
14.428571 	 daughter 	 26.02
14.428571 	 went 	 18.82
14.571429 	 easy 	 18.46
14.571429 	 foam 	 15.54
14.571429 	 minute 	 18.8
14.571429 	 night 	 24.21
14.571429 	 pads 	 12.79
14.714286 	 pull 	 24.6
14.857143 	 blocked 	 14.6
14.857143 	 bunch 	 19.42
14.857143 	 make 	 18.1
15.0 	 lane 	 25.91
15.0 	 smoked 	 12.22
15.142857 	 girls 	 17.98
15.142857 	 hear 	 18.3
15.142857 	 nowhere 	 20.04
15.142857 	 reads 	 16.76
15.142857 	 summer 	 16.7
15.142857 	 teenagers 	 26.3
15.142857 	 together 	 13.52
15.285714 	 does 	 11.84
15.285714 	 might 	 14.19
15.428571 	 gone 	 15.53
15.428571 	 grow 	 13.67
15.428571 	 lists 	 16.59
15.428571 	 these 	 16.77
15.571429 	 draw 	 14.57
15.571429 	 drive 	 25.86
15.571429 	 freezing 	 17.81
15.571429 	 really 	 23.21
15.571429 	 smiling 	 25.65
15.571429 	 sold 	 14.89
15.714286 	 call 	 23.7
15.714286 	 fast 	 20.89
15.857143 	 everyday 	 20.11
15.857143 	 gets 	 19.76
15.857143 	 handed 	 15.14
15.857143 	 hers 	 15.68
15.857143 	 with 	 19.67
16.0 	 belong 	 20.55
16.0 	 close 	 17.14
16.0 	 hood 	 25.54
16.142857 	 hundred 	 19.33
16.142857 	 lets 	 16.44
16.142857 	 yell 	 16.43
16.285714 	 ceilings 	 19.89
16.285714 	 kidding 	 21.38
16.285714 	 protect 	 17.86
16.428571 	 almost 	 15.39
16.428571 	 became 	 23.39
16.714286 	 grade 	 15.07
16.714286 	 grammy 	 26.78
16.714286 	 lousy 	 18.54
16.714286 	 much 	 19.02
16.714286 	 shoots 	 17.81
16.857143 	 back 	 15.71
16.857143 	 comfortable 	 13.81
16.857143 	 game 	 17.84
16.857143 	 neck 	 17.36
16.857143 	 once 	 18.75
16.857143 	 other 	 18.44
17.0 	 faces 	 22.37
17.0 	 feed 	 17.72
17.0 	 great 	 22.74
17.0 	 help 	 18.42
17.0 	 stuff 	 21.28
17.0 	 talking 	 19.96
17.142857 	 bring 	 22.08
17.142857 	 hall 	 25.41
17.142857 	 paid 	 20.36
17.142857 	 pain 	 18.84
17.142857 	 tell 	 20.16
17.285714 	 blues 	 22.67
17.285714 	 each 	 17.08
17.285714 	 early 	 24.32
17.285714 	 flood 	 21.81
17.285714 	 said 	 17.22
17.285714 	 surprising 	 17.9
17.571429 	 because 	 18.73
17.714286 	 deciding 	 22.46
17.714286 	 users 	 15.6
17.857143 	 chips 	 23.46
17.857143 	 forgot 	 13.99
17.857143 	 restaurants 	 13.16
17.857143 	 takes 	 23.44
18.0 	 reach 	 21.52
18.142857 	 face 	 21.52
18.142857 	 floor 	 11.84
18.142857 	 weed 	 23.43
18.285714 	 drop 	 16.72
18.285714 	 kiss 	 15.11
18.285714 	 sometimes 	 17.93
18.428571 	 boys 	 19.25
18.428571 	 flipped 	 15.19
18.428571 	 meet 	 25.38
18.428571 	 somebody 	 18.46
18.571429 	 farmhouse 	 12.95
18.571429 	 farming 	 15.87
18.571429 	 fence 	 19.41
18.571429 	 long 	 19.71
18.571429 	 videos 	 22.74
18.714286 	 never 	 11.77
18.714286 	 stay 	 22.48
18.714286 	 under 	 19.85
18.714286 	 working 	 24.21
18.857143 	 class 	 26.37
18.857143 	 weeks 	 23.32
19.0 	 starts 	 20.0
19.0 	 watch 	 17.04
19.142857 	 helped 	 19.15
19.142857 	 jobs 	 21.91
19.285714 	 anyhow 	 15.82
19.285714 	 chilling 	 23.62
19.285714 	 gave 	 19.28
19.285714 	 liked 	 19.38
19.285714 	 saying 	 26.85
19.285714 	 steal 	 24.46
19.428571 	 breathe 	 16.58
19.428571 	 fail 	 17.14
19.428571 	 single 	 20.38
19.714286 	 mailed 	 24.9
19.714286 	 near 	 19.57
19.714286 	 seven 	 23.09
19.857143 	 bears 	 25.88
19.857143 	 keep 	 16.54
19.857143 	 tape 	 22.48
